filename,style,kind,puzzle,solution,difficulty,requested_blanks,actual_blanks,seed
images_variant\sudoku_00006_en_var_00.png,en,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_variant\sudoku_00006_en_var_01.png,en,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_variant\sudoku_00006_en_var_02.png,en,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_original\sudoku_00006_fa.png,fa,original,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_variant\sudoku_00006_fa_var_00.png,fa,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_variant\sudoku_00006_fa_var_01.png,fa,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_variant\sudoku_00006_fa_var_02.png,fa,variant,002790008479001000106000090010000200205000080600452970820900010000017830700238540,352794168479861325186523497917386254245179683638452971823945716594617832761238549,medium,45,45,358635235
images_original\sudoku_00007_en.png,en,original,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_en_var_00.png,en,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_en_var_01.png,en,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_en_var_02.png,en,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_original\sudoku_00007_fa.png,fa,original,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_fa_var_00.png,fa,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_fa_var_01.png,fa,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_variant\sudoku_00007_fa_var_02.png,fa,variant,000000003460702980000300250810000079079008600630075804146503000025890000000600320,257189463463752981981364257814236579579418632632975814146523798325897146798641325,medium,45,45,358635235
images_original\sudoku_00008_en.png,en,original,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_en_var_00.png,en,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_en_var_01.png,en,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_en_var_02.png,en,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_original\sudoku_00008_fa.png,fa,original,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_fa_var_00.png,fa,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_fa_var_01.png,fa,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_variant\sudoku_00008_fa_var_02.png,fa,variant,060530001000000700002706043010600407096470815004850002600005900001902000820067004,967534281345218769182796543518629437296473815734851692673145928451982376829367154,medium,45,45,358635235
images_original\sudoku_00009_en.png,en,original,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_en_var_00.png,en,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_en_var_01.png,en,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_en_var_02.png,en,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_original\sudoku_00009_fa.png,fa,original,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_fa_var_00.png,fa,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_fa_var_01.png,fa,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_variant\sudoku_00009_fa_var_02.png,fa,variant,608007049270500836040003000780201050002905080350670200000000000800700025100402390,638127549271594836945863172786241953412935687359678214524389761893716425167452398,medium,45,45,358635235
images_original\sudoku_00010_en.png,en,original,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_en_var_00.png,en,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_en_var_01.png,en,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_en_var_02.png,en,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_original\sudoku_00010_fa.png,fa,original,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_fa_var_00.png,fa,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_fa_var_01.png,fa,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_variant\sudoku_00010_fa_var_02.png,fa,variant,108900000900075180400068902516000004092340060307506000000600243030000608609000700,168923457923475186475168932516892374892347561347516829751689243234751698689234715,medium,45,45,358635235
images_original\sudoku_00011_en.png,en,original,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_en_var_00.png,en,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_en_var_01.png,en,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_en_var_02.png,en,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_original\sudoku_00011_fa.png,fa,original,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_fa_var_00.png,fa,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_fa_var_01.png,fa,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_variant\sudoku_00011_fa_var_02.png,fa,variant,001008234320070000080432000608240305135800002490500000007000050003701020260000107,751698234324175896986432571678249315135867942492513768817926453543781629269354187,medium,45,45,358635235
images_original\sudoku_00012_en.png,en,original,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_en_var_00.png,en,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_en_var_01.png,en,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_en_var_02.png,en,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_original\sudoku_00012_fa.png,fa,original,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_fa_var_00.png,fa,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_fa_var_01.png,fa,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_variant\sudoku_00012_fa_var_02.png,fa,variant,900070210003001509600004030500010002040009107018000005005160900400305670160402803,954873216873621549621954738539718462246539187718246395385167924492385671167492853,medium,45,45,358635235
images_original\sudoku_00013_en.png,en,original,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_en_var_00.png,en,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_en_var_01.png,en,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_en_var_02.png,en,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_original\sudoku_00013_fa.png,fa,original,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_fa_var_00.png,fa,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_fa_var_01.png,fa,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_variant\sudoku_00013_fa_var_02.png,fa,variant,040310000307090005002000070701009306209634807030000000005000001470120650028005734,546317928317892465892546173781259346259634817634781592965473281473128659128965734,medium,45,45,358635235
images_original\sudoku_00014_en.png,en,original,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_en_var_00.png,en,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_en_var_01.png,en,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_en_var_02.png,en,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_original\sudoku_00014_fa.png,fa,original,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_fa_var_00.png,fa,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_fa_var_01.png,fa,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_variant\sudoku_00014_fa_var_02.png,fa,variant,007560009801703500000009703002090807000240000016030040520000070789302006060908052,237564189891723564645189723452691837378245691916837245523416978789352416164978352,medium,45,45,358635235
images_original\sudoku_00015_en.png,en,original,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_en_var_00.png,en,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_en_var_01.png,en,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_en_var_02.png,en,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_original\sudoku_00015_fa.png,fa,original,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_fa_var_00.png,fa,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_fa_var_01.png,fa,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_variant\sudoku_00015_fa_var_02.png,fa,variant,000306020520497006001285047000041000070000209000500471005103082307062090000000703,749316825528497136631285947952741368174638259863529471495173682317862594286954713,medium,45,45,358635235
images_original\sudoku_00016_en.png,en,original,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_en_var_00.png,en,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_en_var_01.png,en,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_en_var_02.png,en,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_original\sudoku_00016_fa.png,fa,original,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_fa_var_00.png,fa,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_fa_var_01.png,fa,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_variant\sudoku_00016_fa_var_02.png,fa,variant,017039006028170030900000000079362800236001000080090060390010040750003008800007920,517439286628175439943286175479362851236851794185794362392618547754923618861547923,medium,45,45,358635235
images_original\sudoku_00017_en.png,en,original,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_en_var_00.png,en,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_en_var_01.png,en,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_en_var_02.png,en,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_original\sudoku_00017_fa.png,fa,original,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_fa_var_00.png,fa,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_fa_var_01.png,fa,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_variant\sudoku_00017_fa_var_02.png,fa,variant,009300070410850003060407000570093200000508030093120005005000000980201007231740800,859362174417859623362417598578693241124578936693124785745986312986231457231745869,medium,45,45,358635235
images_original\sudoku_00018_en.png,en,original,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
images_variant\sudoku_00018_en_var_00.png,en,variant,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
images_variant\sudoku_00018_en_var_01.png,en,variant,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
images_variant\sudoku_00018_en_var_02.png,en,variant,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
images_original\sudoku_00018_fa.png,fa,original,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
images_variant\sudoku_00018_fa_var_00.png,fa,variant,000000001730950000095000430000004005403005270589026314047000060300080000968472100,826347591734951628195268437672134985413895276589726314247513869351689742968472153,medium,45,45,358635235
