filename,label,persian_digit,font
0\0_000066.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000067.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000068.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000069.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000070.png,0,۰,IRANSans.ttf
0\0_000071.png,0,۰,IRANSans_Black.ttf
0\0_000072.png,0,۰,IRANSans_Bold.ttf
0\0_000073.png,0,۰,IRANSans_Light.ttf
0\0_000074.png,0,۰,IRANSans_Medium.ttf
0\0_000075.png,0,۰,IRANSans_UltraLight.ttf
0\0_000076.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000077.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000078.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000079.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000080.png,0,۰,arial.ttf
0\0_000081.png,0,۰,arialbd.ttf
0\0_000082.png,0,۰,BNazanin.ttf
0\0_000083.png,0,۰,BYekan.ttf
0\0_000084.png,0,۰,IRANSans(FaNum).ttf
0\0_000085.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000086.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000087.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000088.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000089.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000090.png,0,۰,IRANSans.ttf
0\0_000091.png,0,۰,IRANSans_Black.ttf
0\0_000092.png,0,۰,IRANSans_Bold.ttf
0\0_000093.png,0,۰,IRANSans_Light.ttf
0\0_000094.png,0,۰,IRANSans_Medium.ttf
0\0_000095.png,0,۰,IRANSans_UltraLight.ttf
0\0_000096.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000097.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000098.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000099.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000100.png,0,۰,arial.ttf
0\0_000101.png,0,۰,arialbd.ttf
0\0_000102.png,0,۰,BNazanin.ttf
0\0_000103.png,0,۰,BYekan.ttf
0\0_000104.png,0,۰,IRANSans(FaNum).ttf
0\0_000105.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000106.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000107.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000108.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000109.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000110.png,0,۰,IRANSans.ttf
0\0_000111.png,0,۰,IRANSans_Black.ttf
0\0_000112.png,0,۰,IRANSans_Bold.ttf
0\0_000113.png,0,۰,IRANSans_Light.ttf
0\0_000114.png,0,۰,IRANSans_Medium.ttf
0\0_000115.png,0,۰,IRANSans_UltraLight.ttf
0\0_000116.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000117.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000118.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000119.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000120.png,0,۰,arial.ttf
0\0_000121.png,0,۰,arialbd.ttf
0\0_000122.png,0,۰,BNazanin.ttf
0\0_000123.png,0,۰,BYekan.ttf
0\0_000124.png,0,۰,IRANSans(FaNum).ttf
0\0_000125.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000126.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000127.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000128.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000129.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000130.png,0,۰,IRANSans.ttf
0\0_000131.png,0,۰,IRANSans_Black.ttf
0\0_000132.png,0,۰,IRANSans_Bold.ttf
0\0_000133.png,0,۰,IRANSans_Light.ttf
0\0_000134.png,0,۰,IRANSans_Medium.ttf
0\0_000135.png,0,۰,IRANSans_UltraLight.ttf
0\0_000136.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000137.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000138.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000139.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000140.png,0,۰,arial.ttf
0\0_000141.png,0,۰,arialbd.ttf
0\0_000142.png,0,۰,BNazanin.ttf
0\0_000143.png,0,۰,BYekan.ttf
0\0_000144.png,0,۰,IRANSans(FaNum).ttf
0\0_000145.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000146.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000147.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000148.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000149.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000150.png,0,۰,IRANSans.ttf
0\0_000151.png,0,۰,IRANSans_Black.ttf
0\0_000152.png,0,۰,IRANSans_Bold.ttf
0\0_000153.png,0,۰,IRANSans_Light.ttf
0\0_000154.png,0,۰,IRANSans_Medium.ttf
0\0_000155.png,0,۰,IRANSans_UltraLight.ttf
0\0_000156.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000157.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000158.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000159.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000160.png,0,۰,arial.ttf
0\0_000161.png,0,۰,arialbd.ttf
0\0_000162.png,0,۰,BNazanin.ttf
0\0_000163.png,0,۰,BYekan.ttf
0\0_000164.png,0,۰,IRANSans(FaNum).ttf
0\0_000165.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000166.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000167.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000168.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000169.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000170.png,0,۰,IRANSans.ttf
0\0_000171.png,0,۰,IRANSans_Black.ttf
0\0_000172.png,0,۰,IRANSans_Bold.ttf
0\0_000173.png,0,۰,IRANSans_Light.ttf
0\0_000174.png,0,۰,IRANSans_Medium.ttf
0\0_000175.png,0,۰,IRANSans_UltraLight.ttf
0\0_000176.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000177.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000178.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000179.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000180.png,0,۰,arial.ttf
0\0_000181.png,0,۰,arialbd.ttf
0\0_000182.png,0,۰,BNazanin.ttf
0\0_000183.png,0,۰,BYekan.ttf
0\0_000184.png,0,۰,IRANSans(FaNum).ttf
0\0_000185.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000186.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000187.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000188.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000189.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000190.png,0,۰,IRANSans.ttf
0\0_000191.png,0,۰,IRANSans_Black.ttf
0\0_000192.png,0,۰,IRANSans_Bold.ttf
0\0_000193.png,0,۰,IRANSans_Light.ttf
0\0_000194.png,0,۰,IRANSans_Medium.ttf
0\0_000195.png,0,۰,IRANSans_UltraLight.ttf
0\0_000196.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000197.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000198.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000199.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000200.png,0,۰,arial.ttf
0\0_000201.png,0,۰,arialbd.ttf
0\0_000202.png,0,۰,BNazanin.ttf
0\0_000203.png,0,۰,BYekan.ttf
0\0_000204.png,0,۰,IRANSans(FaNum).ttf
0\0_000205.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000206.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000207.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000208.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000209.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000210.png,0,۰,IRANSans.ttf
0\0_000211.png,0,۰,IRANSans_Black.ttf
0\0_000212.png,0,۰,IRANSans_Bold.ttf
0\0_000213.png,0,۰,IRANSans_Light.ttf
0\0_000214.png,0,۰,IRANSans_Medium.ttf
0\0_000215.png,0,۰,IRANSans_UltraLight.ttf
0\0_000216.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000217.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000218.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000219.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000220.png,0,۰,arial.ttf
0\0_000221.png,0,۰,arialbd.ttf
0\0_000222.png,0,۰,BNazanin.ttf
0\0_000223.png,0,۰,BYekan.ttf
0\0_000224.png,0,۰,IRANSans(FaNum).ttf
0\0_000225.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000226.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000227.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000228.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000229.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000230.png,0,۰,IRANSans.ttf
0\0_000231.png,0,۰,IRANSans_Black.ttf
0\0_000232.png,0,۰,IRANSans_Bold.ttf
0\0_000233.png,0,۰,IRANSans_Light.ttf
0\0_000234.png,0,۰,IRANSans_Medium.ttf
0\0_000235.png,0,۰,IRANSans_UltraLight.ttf
0\0_000236.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000237.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000238.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000239.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000240.png,0,۰,arial.ttf
0\0_000241.png,0,۰,arialbd.ttf
0\0_000242.png,0,۰,BNazanin.ttf
0\0_000243.png,0,۰,BYekan.ttf
0\0_000244.png,0,۰,IRANSans(FaNum).ttf
0\0_000245.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000246.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000247.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000248.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000249.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000250.png,0,۰,IRANSans.ttf
0\0_000251.png,0,۰,IRANSans_Black.ttf
0\0_000252.png,0,۰,IRANSans_Bold.ttf
0\0_000253.png,0,۰,IRANSans_Light.ttf
0\0_000254.png,0,۰,IRANSans_Medium.ttf
0\0_000255.png,0,۰,IRANSans_UltraLight.ttf
0\0_000256.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000257.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000258.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000259.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000260.png,0,۰,arial.ttf
0\0_000261.png,0,۰,arialbd.ttf
0\0_000262.png,0,۰,BNazanin.ttf
0\0_000263.png,0,۰,BYekan.ttf
0\0_000264.png,0,۰,IRANSans(FaNum).ttf
0\0_000265.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000266.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000267.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000268.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000269.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000270.png,0,۰,IRANSans.ttf
0\0_000271.png,0,۰,IRANSans_Black.ttf
0\0_000272.png,0,۰,IRANSans_Bold.ttf
0\0_000273.png,0,۰,IRANSans_Light.ttf
0\0_000274.png,0,۰,IRANSans_Medium.ttf
0\0_000275.png,0,۰,IRANSans_UltraLight.ttf
0\0_000276.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000277.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000278.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000279.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000280.png,0,۰,arial.ttf
0\0_000281.png,0,۰,arialbd.ttf
0\0_000282.png,0,۰,BNazanin.ttf
0\0_000283.png,0,۰,BYekan.ttf
0\0_000284.png,0,۰,IRANSans(FaNum).ttf
0\0_000285.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000286.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000287.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000288.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000289.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000290.png,0,۰,IRANSans.ttf
0\0_000291.png,0,۰,IRANSans_Black.ttf
0\0_000292.png,0,۰,IRANSans_Bold.ttf
0\0_000293.png,0,۰,IRANSans_Light.ttf
0\0_000294.png,0,۰,IRANSans_Medium.ttf
0\0_000295.png,0,۰,IRANSans_UltraLight.ttf
0\0_000296.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000297.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000298.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000299.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000300.png,0,۰,arial.ttf
0\0_000301.png,0,۰,arialbd.ttf
0\0_000302.png,0,۰,BNazanin.ttf
0\0_000303.png,0,۰,BYekan.ttf
0\0_000304.png,0,۰,IRANSans(FaNum).ttf
0\0_000305.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000306.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000307.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000308.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000309.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000310.png,0,۰,IRANSans.ttf
0\0_000311.png,0,۰,IRANSans_Black.ttf
0\0_000312.png,0,۰,IRANSans_Bold.ttf
0\0_000313.png,0,۰,IRANSans_Light.ttf
0\0_000314.png,0,۰,IRANSans_Medium.ttf
0\0_000315.png,0,۰,IRANSans_UltraLight.ttf
0\0_000316.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000317.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000318.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000319.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000320.png,0,۰,arial.ttf
0\0_000321.png,0,۰,arialbd.ttf
0\0_000322.png,0,۰,BNazanin.ttf
0\0_000323.png,0,۰,BYekan.ttf
0\0_000324.png,0,۰,IRANSans(FaNum).ttf
0\0_000325.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000326.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000327.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000328.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000329.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000330.png,0,۰,IRANSans.ttf
0\0_000331.png,0,۰,IRANSans_Black.ttf
0\0_000332.png,0,۰,IRANSans_Bold.ttf
0\0_000333.png,0,۰,IRANSans_Light.ttf
0\0_000334.png,0,۰,IRANSans_Medium.ttf
0\0_000335.png,0,۰,IRANSans_UltraLight.ttf
0\0_000336.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000337.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000338.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000339.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000340.png,0,۰,arial.ttf
0\0_000341.png,0,۰,arialbd.ttf
0\0_000342.png,0,۰,BNazanin.ttf
0\0_000343.png,0,۰,BYekan.ttf
0\0_000344.png,0,۰,IRANSans(FaNum).ttf
0\0_000345.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000346.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000347.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000348.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000349.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000350.png,0,۰,IRANSans.ttf
0\0_000351.png,0,۰,IRANSans_Black.ttf
0\0_000352.png,0,۰,IRANSans_Bold.ttf
0\0_000353.png,0,۰,IRANSans_Light.ttf
0\0_000354.png,0,۰,IRANSans_Medium.ttf
0\0_000355.png,0,۰,IRANSans_UltraLight.ttf
0\0_000356.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000357.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000358.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000359.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000360.png,0,۰,arial.ttf
0\0_000361.png,0,۰,arialbd.ttf
0\0_000362.png,0,۰,BNazanin.ttf
0\0_000363.png,0,۰,BYekan.ttf
0\0_000364.png,0,۰,IRANSans(FaNum).ttf
0\0_000365.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000366.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000367.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000368.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000369.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000370.png,0,۰,IRANSans.ttf
0\0_000371.png,0,۰,IRANSans_Black.ttf
0\0_000372.png,0,۰,IRANSans_Bold.ttf
0\0_000373.png,0,۰,IRANSans_Light.ttf
0\0_000374.png,0,۰,IRANSans_Medium.ttf
0\0_000375.png,0,۰,IRANSans_UltraLight.ttf
0\0_000376.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000377.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000378.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000379.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000380.png,0,۰,arial.ttf
0\0_000381.png,0,۰,arialbd.ttf
0\0_000382.png,0,۰,BNazanin.ttf
0\0_000383.png,0,۰,BYekan.ttf
0\0_000384.png,0,۰,IRANSans(FaNum).ttf
0\0_000385.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000386.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000387.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000388.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000389.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000390.png,0,۰,IRANSans.ttf
0\0_000391.png,0,۰,IRANSans_Black.ttf
0\0_000392.png,0,۰,IRANSans_Bold.ttf
0\0_000393.png,0,۰,IRANSans_Light.ttf
0\0_000394.png,0,۰,IRANSans_Medium.ttf
0\0_000395.png,0,۰,IRANSans_UltraLight.ttf
0\0_000396.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000397.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000398.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000399.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000400.png,0,۰,arial.ttf
0\0_000401.png,0,۰,arialbd.ttf
0\0_000402.png,0,۰,BNazanin.ttf
0\0_000403.png,0,۰,BYekan.ttf
0\0_000404.png,0,۰,IRANSans(FaNum).ttf
0\0_000405.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000406.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000407.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000408.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000409.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000410.png,0,۰,IRANSans.ttf
0\0_000411.png,0,۰,IRANSans_Black.ttf
0\0_000412.png,0,۰,IRANSans_Bold.ttf
0\0_000413.png,0,۰,IRANSans_Light.ttf
0\0_000414.png,0,۰,IRANSans_Medium.ttf
0\0_000415.png,0,۰,IRANSans_UltraLight.ttf
0\0_000416.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000417.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000418.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000419.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000420.png,0,۰,arial.ttf
0\0_000421.png,0,۰,arialbd.ttf
0\0_000422.png,0,۰,BNazanin.ttf
0\0_000423.png,0,۰,BYekan.ttf
0\0_000424.png,0,۰,IRANSans(FaNum).ttf
0\0_000425.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000426.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000427.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000428.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000429.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000430.png,0,۰,IRANSans.ttf
0\0_000431.png,0,۰,IRANSans_Black.ttf
0\0_000432.png,0,۰,IRANSans_Bold.ttf
0\0_000433.png,0,۰,IRANSans_Light.ttf
0\0_000434.png,0,۰,IRANSans_Medium.ttf
0\0_000435.png,0,۰,IRANSans_UltraLight.ttf
0\0_000436.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000437.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000438.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000439.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000440.png,0,۰,arial.ttf
0\0_000441.png,0,۰,arialbd.ttf
0\0_000442.png,0,۰,BNazanin.ttf
0\0_000443.png,0,۰,BYekan.ttf
0\0_000444.png,0,۰,IRANSans(FaNum).ttf
0\0_000445.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000446.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000447.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000448.png,0,۰,IRANSans(FaNum)_Medium.ttf
0\0_000449.png,0,۰,IRANSans(FaNum)_UltraLight.ttf
0\0_000450.png,0,۰,IRANSans.ttf
0\0_000451.png,0,۰,IRANSans_Black.ttf
0\0_000452.png,0,۰,IRANSans_Bold.ttf
0\0_000453.png,0,۰,IRANSans_Light.ttf
0\0_000454.png,0,۰,IRANSans_Medium.ttf
0\0_000455.png,0,۰,IRANSans_UltraLight.ttf
0\0_000456.png,0,۰,IRANSansMobile(FaNum).ttf
0\0_000457.png,0,۰,IRANSansMobile(FaNum)_Black.ttf
0\0_000458.png,0,۰,IRANSansMobile(FaNum)_Bold.ttf
0\0_000459.png,0,۰,IRANSansMobile(FaNum)_Light.ttf
0\0_000460.png,0,۰,arial.ttf
0\0_000461.png,0,۰,arialbd.ttf
0\0_000462.png,0,۰,BNazanin.ttf
0\0_000463.png,0,۰,BYekan.ttf
0\0_000464.png,0,۰,IRANSans(FaNum).ttf
0\0_000465.png,0,۰,IRANSans(FaNum)_Black.ttf
0\0_000466.png,0,۰,IRANSans(FaNum)_Bold.ttf
0\0_000467.png,0,۰,IRANSans(FaNum)_Light.ttf
0\0_000468.png,0,۰,IRANSans(FaNum)_Medium.ttf
